XML100_2213_06;13354;182.669;148.935;0.1308;0.1229;480.167;92.8151;0;385.5;0.3558;0.1255;682.917;0.3704;0.1852;0.2457;258.79;459.348;2.2111;3.8073
XML100_2213_06;13450;189.9;206.478;0.1748;0.2388;475.417;87.1297;0;388.083;0.3544;0.1548;677.833;0.2444;0.1222;0.0178;334.652;447.743;1.0274;4.4749
XML100_2213_06;13328;179.935;150.245;0.1282;0.1186;474.75;94.4238;0;371.25;0.3448;0.1366;664.667;0.3704;0.1852;0.2457;275.28;460.17;2.2111;4.099
XML100_2213_06;13427;120.558;60.4505;0.1711;0.2705;481.167;83.5841;0;411.333;0.3691;0.1464;662.083;0.2519;0.1259;0.0331;370.899;444.733;1.4907;4.1354
XML100_2213_06;13427;162.643;153.36;0.1951;0.3475;480.75;90.9818;0;396.333;0.3589;0.1288;681.417;0.2486;0.1243;0.0275;323.084;451.711;1.3123;3.9302
XML100_2213_06;13615;196.59;241.642;0.1442;0.203;478.417;78.3618;0;387.25;0.3595;0.1266;693.833;0.2486;0.1243;0.0275;397.899;449.674;1.3123;4.7043
XML100_2213_06;13227;161.221;151.913;0.1601;0.2419;480.833;83.0149;0;396;0.3625;0.1412;674.833;0.2454;0.1227;0.0203;226.109;461.287;1.1055;4.2068
XML100_2213_06;13356;161.831;162.327;0.1939;0.3686;478.917;85.5282;0;405;0.3685;0.1366;692.667;0.2486;0.1243;0.0275;254.912;456.205;1.3123;4.149
XML100_2213_06;13112;178.719;154.709;0.1952;0.2511;471.833;97.5063;0;382.667;0.3557;0.1332;691.5;0.2546;0.1273;0.04;252.551;460.319;1.5456;4.3712
XML100_2213_06;13420;139.656;82.0253;0.1732;0.2551;478.917;85.6927;0;409.917;0.3698;0.143;670.833;0.2486;0.1243;0.0275;360.311;446.094;1.3123;4.1308
XML100_2213_06;13467;185.309;152.49;0.1671;0.1897;487.5;81.4806;0;397.417;0.3557;0.1476;690.75;0.253;0.1265;0.0384;224.648;457.477;1.4337;4.5888
XML100_2213_06;13237;166.181;160.606;0.1541;0.2177;474;90.633;0;393.583;0.3602;0.142;665.583;0.2486;0.1243;0.0275;311.165;454.482;1.3123;4.0708
XML100_2213_06;13237;157.27;142.791;0.1947;0.3575;473.75;92.88;0;390.75;0.3592;0.1369;678.667;0.2486;0.1243;0.0275;257.325;456.704;1.3123;4.0865
XML100_2213_06;13493;156.333;157.409;0.2109;0.4308;481.25;83.6472;0;395.333;0.3546;0.1354;686.917;0.2454;0.1227;0.0203;349.562;445.904;1.1055;4.4427
XML100_2213_06;13417;174.635;147.5;0.1294;0.1195;483.5;78.7258;0;375.417;0.3442;0.1289;673.833;0.3704;0.1852;0.2457;238.482;461.419;2.2111;4.2344
XML100_2213_06;13382;172.51;200.545;0.1911;0.3627;478.5;83.6067;0;411.167;0.3702;0.14;674.917;0.2444;0.1222;0.0178;287.637;451.571;1.0274;4.1547
